Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 224, 7.8103e+17, 2.217414, 21.247969, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 225, 6.78329e+19, 2.898962, 10.470495, 1, 0.373698, 0.700533, 0, 0.000000, 0.000000
2, 226, 2.90201e+18, 1.412339, 38.130426, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 227, 1.63411e+19, 1.584644, 27.823652, 1, 1.645356, 29.211067, 0, 0.000000, 0.000000
2, 228, 8.30143e+20, 1.731403, 7.667933, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 229, 1.20105e+20, 2.002950, 36.497857, 1, 1.803948, 32.082064, 1, 2.107928, 38.536677
2, 230, 2.62711e+20, 2.116601, 13.392773, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 231, 5.09002e+17, 2.088907, 37.595439, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 232, 1.20908e+20, 1.678332, 13.551277, 1, 1.538813, 11.702438, 0, 0.000000, 0.000000
2, 233, 1.47719e+18, 1.319803, 5.934556, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 234, 8.57702e+19, 1.317289, 35.951111, 1, 1.263336, 33.678257, 1, 1.316031, 35.963234
2, 235, 8.75856e+20, 2.843755, 11.168173, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 236, 4.04856e+17, 2.611213, 29.603737, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 237, 2.0515e+17, 1.598518, 4.120573, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 238, 1.24337e+20, 1.914803, 29.872304, 1, 1.588703, 23.217535, 1, 1.952209, 30.289750
2, 239, 2.2319e+17, 1.591396, 32.820319, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 240, 8.76435e+17, 0.926114, 28.261090, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 241, 2.26171e+19, 2.765502, 17.786883, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 242, 2.15626e+20, 1.483904, 23.651448, 1, 1.513572, 24.137891, 0, 0.000000, 0.000000
2, 243, 1.15649e+17, 1.425198, 21.624522, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 244, 5.94006e+19, 2.180439, 6.940963, 1, 2.187137, 6.969861, 0, 0.000000, 0.000000
